chr	pos	pos2	p.value	test.s	con.s	test.s2	con.s2	test.mC	con.mC	test.mC2	con.mC2	test.post	con.post	test.post2	con.post2	meanDiff	DM.p	DM.status	index	meanCov.test	meanCov.control
chr1	1925136	1925185	0.5692	1:1:1:1	0.5:0:1:1	1:0.5:0.5:1	1:0:1:1	1:0.86:1:1	0.5:0.08:1:1	1:0.55:0.39:0.6	0.77:0.17:0.92:0.96	1:0.9:1:1	0.97:1:1:1	1:1:1:0.63	0.83:1:1:1	0.319	EM	EM	4242	8.5	16.75
chr1	1925185	1925194	0.0396	1:0.5:0.5:1	1:0:1:1	1:0.5:0.5:1	1:0:1:1	1:0.55:0.39:0.6	0.77:0.17:0.92:0.96	0.95:0.5:0.4:1	0.92:0.14:0.98:1	1:1:1:0.63	0.83:1:1:1	1:1:1:1	1:1:1:1	-0.0715	hypo	EM	4243	19.25	26.25
chr1	1925194	1925208	0.0974	1:0.5:0.5:1	1:0:1:1	1:1:0.5:1	1:0:1:1	0.95:0.5:0.4:1	0.92:0.14:0.98:1	1:0.9:0.7:1	1:0.21:1:0.91	1:1:1:1	1:1:1:1	1:1:0.77:1	1:1:1:1	-0.0455	EM	EM	4244	19	25.75
chr1	1925208	1925219	0.4667	1:1:0.5:1	1:0:1:1	1:1:1:1	1:0:1:1	1:0.9:0.7:1	1:0.21:1:0.91	1:0.94:0.82:1	1:0.12:0.84:0.95	1:1:0.77:1	1:1:1:1	1:1:0.97:1	1:1:1:1	0.1182	EM	EM	4245	19	25.75
chr1	1925219	1925223	0.4667	1:1:1:1	1:0:1:1	1:1:1:1	1:0:1:1	1:0.94:0.82:1	1:0.12:0.84:0.95	1:0.93:0.9:1	0.89:0.22:0.93:1	1:1:0.97:1	1:1:1:1	1:1:1:1	1:1:1:1	0.2086	EM	EM	4246	14.5	21.5
chr1	1925223	1925225	0.4667	1:1:1:1	1:0:1:1	1:1:1:1	1:0:1:1	1:0.93:0.9:1	0.89:0.22:0.93:1	1:0.93:1:1	1:0.18:0.96:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.2002	EM	EM	4247	13.25	19.75
chr1	1925225	1925227	0.4667	1:1:1:1	1:0:1:1	1:1:1:1	1:0:1:1	1:0.93:1:1	1:0.18:0.96:1	1:0.93:0.95:1	1:0.21:0.93:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.1968	EM	EM	4248	13	19
chr1	1925227	1925232	1	1:1:1:1	1:0:1:1	0:0:0:0	0:0:0.5:0	1:0.93:0.95:1	1:0.21:0.93:1	0:0.11:0.06:0	0.2:0:0.25:0.11	1:1:1:1	1:1:1:1	1:0.9:0.93:1	0.53:1:0.97:0.87	0.1873	EM	EM	4249	13	18
chr1	1925232	1925238	1	0:0:0:0	0:0:0.5:0	1:1:1:1	1:0:1:1	0:0.11:0.06:0	0.2:0:0.25:0.11	0.91:0.98:1:0.94	1:0.19:0.99:1	1:0.9:0.93:1	0.53:1:0.97:0.87	1:1:1:1	1:1:1:1	-0.0969	EM	EM	4250	9.25	13.5
chr1	1925238	1925252	0.4667	1:1:1:1	1:0:1:1	1:1:1:1	1:0:1:1	0.91:0.98:1:0.94	1:0.19:0.99:1	0.94:0.94:0.96:0.96	1:0.21:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.1627	EM	EM	4251	46.25	56.5
chr1	1925252	1925254	0.4667	1:1:1:1	1:0:1:1	1:1:1:1	1:0:1:1	0.94:0.94:0.96:0.96	1:0.21:1:1	1:0.91:1:0.98	1:0.23:0.97:0.98	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.1483	EM	EM	4252	46.5	56.75
chr1	1925254	1925261	0.4667	1:1:1:1	1:0:1:1	1:1:1:1	1:0:1:1	1:0.91:1:0.98	1:0.23:0.97:0.98	0.91:0.94:1:0.92	0.95:0.21:0.96:0.95	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.1758	EM	EM	4253	46.5	56.75
chr1	1925261	1925266	0.4667	1:1:1:1	1:0:1:1	1:1:1:1	1:0:1:1	0.91:0.94:1:0.92	0.95:0.21:0.96:0.95	0.96:0.98:0.98:1	1:0.19:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.1764	EM	EM	4254	46.5	56.75
chr1	1925266	1925268	0.4667	1:1:1:1	1:0:1:1	1:1:1:1	1:0:1:1	0.96:0.98:0.98:1	1:0.19:1:1	1:0.95:0.97:1	1:0.13:0.99:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.97:1:1	0.184	EM	EM	4255	42.5	52.25
chr1	1925268	1925311	1	1:1:1:1	1:0:1:1	1:0:1:1	1:0:1:1	1:0.95:0.97:1	1:0.13:0.99:1	0.97:0.14:0.8:0.93	0.93:0.28:0.94:0.98	1:1:1:1	1:0.97:1:1	1:0.73:1:1	1:0.63:1:1	0.2013	EM	EM	4256	31.5	41.25
chr1	1925311	NA	1	1:0:1:1	1:0:1:1	NA	NA	0.97:0.14:0.8:0.93	0.93:0.28:0.94:0.98	NA	NA	1:0.73:1:1	1:0.63:1:1	NA	NA	-0.074	EM	EM	4257	62.5	62.25
chr1	1926387	1926400	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.98:1:0.96:0.98	0.95:0.91:1:1	0.98:0.88:0.83:0.95	0.97:0.79:0.92:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0134	EM	EM	4258	34.5	31.75
chr1	1926400	1926405	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.98:0.88:0.83:0.95	0.97:0.79:0.92:1	1:0.96:0.7:1	0.95:0.79:0.98:0.93	1:1:1:1	1:1:1:1	1:1:0.83:1	1:0.93:1:1	-0.0128	EM	EM	4259	34.5	31.75
chr1	1926405	1926413	1	1:1:1:1	1:1:1:1	1:0.5:1:1	1:0.5:1:1	1:0.96:0.7:1	0.95:0.79:0.98:0.93	0.98:0.68:0.87:0.95	0.97:0.7:0.9:0.93	1:1:0.83:1	1:0.93:1:1	1:0.57:0.97:1	1:0.63:1:1	0.0027	EM	EM	4260	34.5	31.75
chr1	1926413	1926422	1	1:0.5:1:1	1:0.5:1:1	1:0.5:0.5:0.5	1:0.5:0.5:0.5	0.98:0.68:0.87:0.95	0.97:0.7:0.9:0.93	0.68:0.18:0.5:0.26	0.67:0.52:0.58:0.31	1:0.57:0.97:1	1:0.63:1:1	0.83:0.7:1:0.87	0.83:1:0.57:0.97	-0.006	EM	EM	4261	34.25	31.25
chr1	1926422	1926471	0.6193	1:0.5:0.5:0.5	1:0.5:0.5:0.5	1:1:0:0.5	1:1:1:1	0.68:0.18:0.5:0.26	0.67:0.52:0.58:0.31	0.92:0.92:0.1:0.42	0.83:0.89:0.93:0.88	0.83:0.7:1:0.87	0.83:1:0.57:0.97	1:1:0.6:0.97	1:1:1:0.97	-0.1135	EM	EM	4262	29.75	27
chr1	1926471	1926501	0.4667	1:1:0:0.5	1:1:1:1	1:1:1:1	1:1:1:1	0.92:0.92:0.1:0.42	0.83:0.89:0.93:0.88	1:0.92:0.9:0.94	0.98:1:0.96:1	1:1:0.6:0.97	1:1:1:0.97	1:1:1:1	1:1:1:1	-0.2936	EM	EM	4263	30.25	30.75
chr1	1926501	1926514	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.92:0.9:0.94	0.98:1:0.96:1	1:1:0.98:0.94	0.93:0.89:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0431	EM	EM	4264	30.75	31.5
chr1	1926514	1926516	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.98:0.94	0.93:0.89:1:1	0.96:1:0.98:1	0.98:0.95:1:0.86	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0241	EM	EM	4265	30.75	30.5
chr1	1926516	NA	1	1:1:1:1	1:1:1:1	NA	NA	0.96:1:0.98:1	0.98:0.95:1:0.86	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0.0408	EM	EM	4266	30.75	30.5
chr1	1939214	1939260	1	1:1:1:1	1:1:1:1	1:1:0.5:1	1:1:1:1	0.98:0.98:0.86:0.87	0.91:0.96:0.82:0.82	0.84:0.98:0.26:0.75	0.86:0.93:0.98:0.91	1:1:0.97:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0416	EM	EM	4267	61	62.75
chr1	1939260	NA	1	1:1:0.5:1	1:1:1:1	NA	NA	0.84:0.98:0.26:0.75	0.86:0.93:0.98:0.91	NA	NA	1:1:1:1	1:1:1:1	NA	NA	-0.2142	EM	EM	4268	45	50.75
chr1	1940275	1940278	0.2	1:1:0.5:1	1:1:1:1	1:0.5:0.5:1	1:1:1:1	0.96:0.89:0.7:0.96	0.79:0.93:0.81:1	0.98:0.61:0.67:0.86	0.95:1:0.99:0.95	1:1:0.93:1	1:1:1:1	1:0.97:0.93:1	1:1:1:1	-0.0023	EM	EM	4269	50.75	51
chr1	1940278	1940296	0.0769	1:0.5:0.5:1	1:1:1:1	1:0.5:0.5:1	1:1:1:1	0.98:0.61:0.67:0.86	0.95:1:0.99:0.95	0.98:0.39:0.74:0.94	0.93:0.95:0.85:0.95	1:0.97:0.93:1	1:1:1:1	1:1:0.97:1	1:1:0.97:1	-0.192	EM	EM	4270	51	51
chr1	1940296	1940302	0.0769	1:0.5:0.5:1	1:1:1:1	1:0.5:0.5:1	1:1:1:1	0.98:0.39:0.74:0.94	0.93:0.95:0.85:0.95	0.93:0.21:0.48:0.88	0.9:0.85:0.8:0.78	1:1:0.97:1	1:1:0.97:1	1:1:1:1	1:1:0.93:0.93	-0.1539	EM	EM	4271	51	51
chr1	1940302	1940306	0.6084	1:0.5:0.5:1	1:1:1:1	1:0.5:0.5:1	1:1:0.5:0.5	0.93:0.21:0.48:0.88	0.9:0.85:0.8:0.78	0.98:0.39:0.22:0.94	0.92:0.95:0.55:0.46	1:1:1:1	1:1:0.93:0.93	1:1:0.93:1	1:1:0.9:1	-0.2091	EM	EM	4272	50.75	50.75
chr1	1940306	1940321	1	1:0.5:0.5:1	1:1:0.5:0.5	1:0.5:1:1	1:1:1:1	0.98:0.39:0.22:0.94	0.92:0.95:0.55:0.46	0.96:0.58:0.88:0.96	0.86:1:0.88:0.93	1:1:0.93:1	1:1:0.9:1	1:0.93:0.9:1	1:1:0.97:0.97	-0.0883	EM	EM	4273	50.75	49.5
chr1	1940321	NA	1	1:0.5:1:1	1:1:1:1	NA	NA	0.96:0.58:0.88:0.96	0.86:1:0.88:0.93	NA	NA	1:0.93:0.9:1	1:1:0.97:0.97	NA	NA	-0.0712	EM	EM	4274	49.5	45.25
chr1	1940558	1940572	1	0:0:0:0	0:0:0:0	0:0:0.5:0	0:0:0:0	0:0:0.07:0.02	0:0:0:0	0:0:0.62:0.11	0:0.03:0:0	1:1:0.77:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0235	EM	EM	4275	34.75	37.75
chr1	1940572	1940575	0.4667	0:0:0.5:0	0:0:0:0	0:0:0.5:0	0:0:0:0	0:0:0.62:0.11	0:0.03:0:0	0.02:0:0.43:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.1758	EM	EM	4276	34.75	38.25
chr1	1940575	1940585	0.4667	0:0:0.5:0	0:0:0:0	0:0:0.5:0	0:0:0:0	0.02:0:0.43:0	0:0:0:0	0:0.11:0.52:0.06	0.02:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.1132	EM	EM	4277	34.75	38.25
chr1	1940585	1940591	0.4667	0:0:0.5:0	0:0:0:0	0:0:0.5:0	0:0:0:0	0:0.11:0.52:0.06	0.02:0:0:0	0:0.09:0.28:0	0:0:0:0.08	1:1:1:1	1:1:1:1	1:1:0.93:1	1:1:1:1	0.166	EM	EM	4278	28	33.5
chr1	1940591	1940596	0.4667	0:0:0.5:0	0:0:0:0	0:0:0.5:0	0:0:0:0	0:0.09:0.28:0	0:0:0:0.08	0:0:0.45:0.16	0.03:0:0:0	1:1:0.93:1	1:1:1:1	1:1:0.97:1	1:1:1:1	0.0725	EM	EM	4279	29.25	36.5
chr1	1940596	1940603	0.4667	0:0:0.5:0	0:0:0:0	0:0:1:0	0:0:0:0	0:0:0.45:0.16	0.03:0:0:0	0:0:0.89:0.03	0:0:0:0	1:1:0.97:1	1:1:1:1	1:1:0.9:1	1:1:1:1	0.1442	EM	EM	4280	21	27
chr1	1940603	1940605	0.4667	0:0:1:0	0:0:0:0	0:0:0.5:0	0:0:0:0	0:0:0.89:0.03	0:0:0:0	0:0:0.21:0.05	0:0:0:0	1:1:0.9:1	1:1:1:1	1:1:0.77:1	1:1:1:1	0.2308	EM	EM	4281	22	28.75
chr1	1940605	1940678	0.4667	0:0:0.5:0	0:0:0:0	0:0:1:0	0:0:0:0	0:0:0.21:0.05	0:0:0:0	0:0.14:0.99:0.17	0:0.01:0:0	1:1:0.77:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0667	EM	EM	4282	16.75	21.25
chr1	1940678	1940693	0.4667	0:0:1:0	0:0:0:0	0:0:1:0	0:0:0:0	0:0.14:0.99:0.17	0:0.01:0:0	0.01:0.4:1:0.13	0:0.01:0.01:0.02	1:1:1:1	1:1:1:1	1:0.87:1:1	1:1:1:1	0.3215	EM	EM	4283	65.75	91.25
chr1	1940693	1940695	0.4667	0:0:1:0	0:0:0:0	0:0:1:0	0:0:0:0	0.01:0.4:1:0.13	0:0.01:0.01:0.02	0.01:0.22:0.96:0.06	0:0:0:0	1:0.87:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.3732	EM	EM	4284	66.25	91.25
chr1	1940695	1940702	0.4667	0:0:1:0	0:0:0:0	0:0:1:0	0:0:0:0	0.01:0.22:0.96:0.06	0:0:0:0	0.02:0.16:0.91:0.06	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.3135	EM	EM	4285	66.25	91.25
chr1	1940702	1940707	0.4667	0:0:1:0	0:0:0:0	0:0:0.5:0	0:0:0:0	0.02:0.16:0.91:0.06	0:0:0:0	0.01:0.12:0.25:0.02	0:0:0:0	1:1:1:1	1:1:1:1	1:1:0.97:1	1:1:1:1	0.2877	EM	EM	4286	66.25	91.25
chr1	1940707	1940713	0.4667	0:0:0.5:0	0:0:0:0	0:0:0.5:0	0:0:0:0	0.01:0.12:0.25:0.02	0:0:0:0	0:0.15:0.34:0.05	0:0.01:0:0	1:1:0.97:1	1:1:1:1	1:1:0.97:1	1:1:1:1	0.1022	EM	EM	4287	65	88.25
chr1	1940713	1940716	0.4667	0:0:0.5:0	0:0:0:0	0:0:0.5:0	0:0:0:0	0:0.15:0.34:0.05	0:0.01:0:0	0.05:0.06:0.63:0.19	0:0:0:0	1:1:0.97:1	1:1:1:1	1:1:1:1	1:1:1:1	0.1306	EM	EM	4288	59.75	78.5
chr1	1940716	1940718	0.4667	0:0:0.5:0	0:0:0:0	0:0:0.5:0	0:0:0:0	0.05:0.06:0.63:0.19	0:0:0:0	0:0:0.53:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.2309	EM	EM	4289	53.75	70.25
chr1	1940718	1940738	0.4667	0:0:0.5:0	0:0:0:0	0:0:1:0	0:0:0:0	0:0:0.53:0	0:0:0:0	0:0:1:0.2	0:0:0:0	1:1:1:1	1:1:1:1	1:1:0.97:0.8	1:1:1:1	0.1333	EM	EM	4290	47.25	58.75
chr1	1940738	1940751	0.2	0:0:1:0	0:0:0:0	0:0:1:0.5	0:0:0:0	0:0:1:0.2	0:0:0:0	0:0:0.61:0.4	0:0:0:0	1:1:0.97:0.8	1:1:1:1	1:1:0.53:1	1:1:1:1	0.3	EM	EM	4291	9	11.75
chr1	1940751	1940767	0.0256	0:0:1:0.5	0:0:0:0	0:0.5:1:0.5	0:0:0:0	0:0:0.61:0.4	0:0:0:0	0.3:0.67:1:0.6	0:0:0:0	1:1:0.53:1	1:1:1:1	0.9:1:1:1	1:1:1:1	0.2528	hyper	EM	4292	9	11.75
chr1	1940767	1940769	0.007	0:0.5:1:0.5	0:0:0:0	0:0.5:1:0.5	0:0:0:0	0.3:0.67:1:0.6	0:0:0:0	0.22:0.67:1:0.6	0:0:0:0	0.9:1:1:1	1:1:1:1	0.9:1:1:1	1:1:1:1	0.6417	hyper	hyper	4293	9	11.75
chr1	1940769	1940780	0.0256	0:0.5:1:0.5	0:0:0:0	0:0:1:0.5	0:0:0:0	0.22:0.67:1:0.6	0:0:0:0	0.29:0:0.67:0.4	0:0:0:0	0.9:1:1:1	1:1:1:1	0.63:0.97:0.77:1	1:1:1:1	0.6222	hyper	hyper	4294	8.75	11.75
chr1	1940780	1940782	0.007	0:0:1:0.5	0:0:0:0	0.5:0.5:1:0.5	0:0:0:0	0.29:0:0.67:0.4	0:0:0:0	0.29:0.5:0.94:0.6	0:0:0:0	0.63:0.97:0.77:1	1:1:1:1	0.63:0.93:1:1	1:1:1:1	0.3381	hyper	hyper	4295	8	11
chr1	1940782	NA	0.4286	0.5:0.5:1:0.5	0:0:0:0	NA	NA	0.29:0.5:0.94:0.6	0:0:0:0	NA	NA	0.63:0.93:1:1	1:1:1:1	NA	NA	0.5825	EM	EM	4296	8	11
chr1	1940930	1940943	0.5692	0.5:0.5:0:0	0:0:0:0	0.5:0:0:0	0:0:0.5:0	0.5:0.33:0:0	0:0:0:0	0.57:0:0:0	0:0.33:0.5:0	1:0.73:1:1	1:1:1:1	1:0.93:1:1	1:0.97:0.87:1	0.2083	EM	EM	4297	3.75	5.25
chr1	1940943	1940945	0.5692	0.5:0:0:0	0:0:0.5:0	0.5:0.5:0:0	0:0:0:0	0.57:0:0:0	0:0.33:0.5:0	0.14:0.33:0:0	0:0:0:0	1:0.93:1:1	1:0.97:0.87:1	0.77:0.8:1:1	1:1:1:1	-0.0655	EM	EM	4298	3.25	3.25
chr1	1940945	1940954	0.0256	0.5:0.5:0:0	0:0:0:0	0.5:0.5:1:0	0:0:0:0	0.14:0.33:0:0	0:0:0:0	0.33:0.67:1:0	0:0:0:0	0.77:0.8:1:1	1:1:1:1	0.97:0.77:1:1	1:1:1:1	0.119	hyper	EM	4299	3.25	3.25
chr1	1940954	1940967	0.007	0.5:0.5:1:0	0:0:0:0	0.5:1:1:0	0:0:0:0	0.33:0.67:1:0	0:0:0:0	0.7:0.83:0.95:0.29	0:0:0.19:0	0.97:0.77:1:1	1:1:1:1	0.57:0.77:1:1	1:1:1:1	0.5	hyper	hyper	4300	3	3.25
chr1	1940967	1940971	0.007	0.5:1:1:0	0:0:0:0	1:0.5:0.5:0	0:0:0:0	0.7:0.83:0.95:0.29	0:0:0.19:0	0.86:0.67:0.57:0.29	0:0.06:0.05:0	0.57:0.77:1:1	1:1:1:1	1:0.57:0.9:1	1:1:1:1	0.6452	hyper	hyper	4301	22	37.75
chr1	1940971	1940986	0.007	1:0.5:0.5:0	0:0:0:0	1:0.5:0.5:0	0:0:0:0	0.86:0.67:0.57:0.29	0:0.06:0.05:0	0.86:0.7:0.62:0	0.06:0:0:0	1:0.57:0.9:1	1:1:1:1	1:0.57:0.9:1	1:1:1:1	0.5684	hyper	hyper	4302	21.5	37.25
chr1	1940986	1940991	0.007	1:0.5:0.5:0	0:0:0:0	1:1:0.5:0	0:0:0:0	0.86:0.7:0.62:0	0.06:0:0:0	0.75:0.7:0.57:0.14	0.12:0.02:0.02:0	1:0.57:0.9:1	1:1:1:1	0.97:0.57:0.97:1	1:1:1:1	0.5284	hyper	hyper	4303	21.5	37.25
chr1	1940991	1940993	0.007	1:1:0.5:0	0:0:0:0	1:1:0.5:0	0:0:0:0	0.75:0.7:0.57:0.14	0.12:0.02:0.02:0	0.95:0.9:0.7:0	0:0.02:0:0.05	0.97:0.57:0.97:1	1:1:1:1	1:0.97:1:1	1:1:1:1	0.5009	hyper	hyper	4304	21.25	37.25
chr1	1940993	1940996	0.0256	1:1:0.5:0	0:0:0:0	0.5:0:0.5:0	0:0:0:0	0.95:0.9:0.7:0	0:0.02:0:0.05	0.59:0.26:0.58:0	0:0:0:0	1:0.97:1:1	1:1:1:1	0.97:0.87:1:1	1:1:1:1	0.6208	hyper	hyper	4305	21	36.5
chr1	1940996	1941003	0.0769	0.5:0:0.5:0	0:0:0:0	0.5:0:0.5:0	0:0:0:0	0.59:0.26:0.58:0	0:0:0:0	0.55:0.14:0.5:0.08	0:0.02:0:0	0.97:0.87:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.3566	EM	EM	4306	19	36.25
chr1	1941003	1941005	0.0769	0.5:0:0.5:0	0:0:0:0	0.5:0:0.5:0	0:0:0:0	0.55:0.14:0.5:0.08	0:0.02:0:0	0.5:0.11:0.5:0.08	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.3116	EM	EM	4307	17	35.5
chr1	1941005	1941012	0.0769	0.5:0:0.5:0	0:0:0:0	0.5:0:0.5:0	0:0:0:0	0.5:0.11:0.5:0.08	0:0:0:0	0.62:0.36:0.79:0.36	0:0.04:0:0	1:1:1:1	1:1:1:1	0.97:0.97:0.7:0.83	1:1:1:1	0.296	EM	EM	4308	16.25	35.5
chr1	1941012	1941022	0.0769	0.5:0:0.5:0	0:0:0:0	1:0:0.5:0	0:0:0:0	0.62:0.36:0.79:0.36	0:0.04:0:0	1:0.16:0.61:0.27	0:0.05:0:0.04	0.97:0.97:0.7:0.83	1:1:1:1	1:1:0.83:0.9	1:1:1:1	0.5232	EM	EM	4309	14.5	33.5
chr1	1941022	1941032	0.0769	1:0:0.5:0	0:0:0:0	1:0:1:0	0:0:0:0	1:0.16:0.61:0.27	0:0.05:0:0.04	0.78:0.36:0.96:0.19	0.11:0.13:0:0	1:1:0.83:0.9	1:1:1:1	0.8:0.73:1:1	1:1:1:1	0.4854	EM	EM	4310	20.75	37.75
chr1	1941032	1941035	0.0769	1:0:1:0	0:0:0:0	0.5:0:1:0	0:0:0:0	0.78:0.36:0.96:0.19	0.11:0.13:0:0	0.22:0.24:0.96:0.15	0:0.03:0:0	0.8:0.73:1:1	1:1:1:1	0.87:0.8:1:1	1:1:1:1	0.511	EM	EM	4311	20.75	37.75
chr1	1941035	1941061	0.3538	0.5:0:1:0	0:0:0:0	0.5:0:1:0	0:0.5:0:0	0.22:0.24:0.96:0.15	0:0.03:0:0	0.75:0.17:0.74:0.24	0.14:0.32:0.05:0	0.87:0.8:1:1	1:1:1:1	0.87:0.93:1:0.87	1:0.87:1:1	0.3866	EM	EM	4312	20.75	37.75
chr1	1941061	1941067	0.4126	0.5:0:1:0	0:0.5:0:0	0.5:0:1:0.5	0:0.5:0:0	0.75:0.17:0.74:0.24	0.14:0.32:0.05:0	0.38:0.29:1:0.3	0.2:0.49:0:0.05	0.87:0.93:1:0.87	1:0.87:1:1	1:0.73:1:0.73	1:1:1:1	0.3473	EM	EM	4313	18.75	35.25
chr1	1941067	1941070	0.0754	0.5:0:1:0.5	0:0.5:0:0	1:0:1:0.5	0:0.5:0:0	0.38:0.29:1:0.3	0.2:0.49:0:0.05	0.88:0.2:1:0.52	0.16:0.47:0.04:0.05	1:0.73:1:0.73	1:1:1:1	0.97:0.63:1:1	1:1:0.97:1	0.3083	EM	EM	4314	17.75	32.75
chr1	1941070	1941145	0.1453	1:0:1:0.5	0:0.5:0:0	1:0.5:1:0.5	0:1:0.5:0	0.88:0.2:1:0.52	0.16:0.47:0.04:0.05	1:0.67:0.89:0.59	0.27:0.8:0.67:0.25	0.97:0.63:1:1	1:1:0.97:1	1:0.97:0.97:1	0.73:0.93:0.93:1	0.4705	EM	EM	4315	16.75	32
chr1	1941145	1941148	0.2821	1:0.5:1:0.5	0:1:0.5:0	1:0.5:0.5:0.5	0.5:1:0.5:0	1:0.67:0.89:0.59	0.27:0.8:0.67:0.25	0.83:0.5:0.42:0.29	0.29:1:0.57:0	1:0.97:0.97:1	0.73:0.93:0.93:1	1:1:1:1	0.63:1:1:1	0.2915	EM	EM	4316	12	12
chr1	1941148	1941182	1	1:0.5:0.5:0.5	0.5:1:0.5:0	1:0:0.5:0.5	0.5:1:0.5:0	0.83:0.5:0.42:0.29	0.29:1:0.57:0	1:0:0.47:0.5	0.43:0.8:0.13:0	1:1:1:1	0.63:1:1:1	1:1:1:1	1:1:0.77:1	0.0494	EM	EM	4317	12	11.5
chr1	1941182	1941187	1	1:0:0.5:0.5	0.5:1:0.5:0	1:0:0.5:0.5	0.5:1:0.5:0	1:0:0.47:0.5	0.43:0.8:0.13:0	1:0:0.32:0.44	0.54:1:0.39:0.33	1:1:1:1	1:1:0.77:1	1:1:1:1	1:1:1:0.53	0.1537	EM	EM	4318	12.5	11.25
chr1	1941187	1941248	1	1:0:0.5:0.5	0.5:1:0.5:0	1:0.5:1:1	1:1:1:1	1:0:0.32:0.44	0.54:1:0.39:0.33	0.96:0.4:1:0.95	0.94:1:0.94:0.95	1:1:1:1	1:1:1:0.53	1:1:1:0.97	0.97:1:1:1	-0.1274	EM	EM	4319	11.75	11
chr1	1941248	1941262	0.4667	1:0.5:1:1	1:1:1:1	1:0.5:1:1	1:1:1:1	0.96:0.4:1:0.95	0.94:1:0.94:0.95	1:0.5:0.95:0.95	0.68:0.97:1:0.95	1:1:1:0.97	0.97:1:1:1	1:1:1:1	0.9:1:1:1	-0.128	EM	EM	4320	37.25	38
chr1	1941262	1941266	0.4667	1:0.5:1:1	1:1:1:1	1:0.5:1:1	1:1:1:1	1:0.5:0.95:0.95	0.68:0.97:1:0.95	0.96:0.5:0.93:0.79	0.89:1:0.97:1	1:1:1:1	0.9:1:1:1	1:1:1:0.97	1:1:1:1	-0.0508	EM	EM	4321	37.5	38.5
chr1	1941266	1941281	0.0769	1:0.5:1:1	1:1:1:1	1:0.5:0.5:0.5	1:1:1:1	0.96:0.5:0.93:0.79	0.89:1:0.97:1	0.9:0.22:0.58:0.31	0.91:1:0.75:0.73	1:1:1:0.97	1:1:1:1	1:0.8:0.53:0.93	1:1:0.97:1	-0.1688	EM	EM	4322	37.5	38.5
chr1	1941281	NA	1	1:0.5:0.5:0.5	1:1:1:1	NA	NA	0.9:0.22:0.58:0.31	0.91:1:0.75:0.73	NA	NA	1:0.8:0.53:0.93	1:1:0.97:1	NA	NA	-0.347	EM	EM	4323	27.5	29
chr1	1942898	1942913	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.96:1:0.98:0.99	0.95:0.98:0.98:0.94	0.99:1:0.94:0.86	0.98:0.95:0.96:0.93	0.97:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0197	EM	EM	4324	76	79.25
chr1	1942913	1942919	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.99:1:0.94:0.86	0.98:0.95:0.96:0.93	1:0.93:0.93:0.93	0.97:1:0.95:0.91	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0097	EM	EM	4325	76.25	80
chr1	1942919	1942921	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.93:0.93:0.93	0.97:1:0.95:0.91	0.96:0.96:0.97:0.94	0.98:1:0.97:0.97	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0127	EM	EM	4326	76.25	80
chr1	1942921	1942931	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.96:0.96:0.97:0.94	0.98:1:0.97:0.97	0.99:0.8:0.93:0.75	0.98:0.95:0.98:0.9	1:1:1:1	1:1:1:1	1:1:0.97:1	1:1:1:1	-0.0209	EM	EM	4327	76.25	80
